,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448
letskillthislove3.mp4,"[[[2.86138153e+02 1.20845879e+02 7.10012436e-01]
  [2.89045837e+02 1.43298294e+02 6.96500421e-01]
  [2.67555847e+02 1.43319107e+02 5.46372592e-01]
  [2.47025665e+02 1.26701622e+02 4.55310524e-01]
  [2.69523285e+02 1.18858238e+02 8.75418931e-02]
  [3.11552856e+02 1.43325195e+02 6.77215993e-01]
  [3.47764343e+02 1.35498123e+02 7.01322019e-01]
  [3.19393463e+02 1.21792534e+02 4.95483100e-01]
  [2.85141846e+02 2.12758911e+02 4.82691467e-01]
  [2.69488892e+02 2.10821045e+02 4.31612492e-01]
  [2.65579620e+02 2.57769958e+02 4.09673780e-01]
  [2.62629211e+02 2.99849091e+02 5.86342990e-01]
  [3.00793854e+02 2.13748779e+02 4.96111602e-01]
  [3.19389740e+02 2.75372009e+02 3.11868459e-01]
  [3.24308228e+02 2.94928253e+02 1.05225839e-01]
  [2.79303406e+02 1.15946503e+02 6.93867326e-01]
  [2.92012970e+02 1.15910355e+02 7.06178069e-01]
  [2.71453857e+02 1.20838654e+02 2.83786863e-01]
  [3.01820557e+02 1.19854309e+02 4.67917860e-01]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00]
  [3.32101257e+02 3.37950897e+02 8.97898152e-02]
  [2.63627594e+02 3.20390930e+02 5.55807233e-01]
  [2.57763550e+02 3.18414032e+02 5.70810735e-01]
  [2.64613647e+02 3.03727600e+02 3.47287804e-01]]]","[[[2.8026883e+02 1.2669240e+02 2.1395180e-01]
  [2.9198840e+02 1.4330841e+02 4.4545239e-01]
  [2.7145029e+02 1.4333522e+02 3.7993771e-01]
  [2.4799344e+02 1.2669793e+02 2.5215366e-01]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [3.1449039e+02 1.4428183e+02 4.2158762e-01]
  [3.4776987e+02 1.3354141e+02 2.4850988e-01]
  [3.3602869e+02 1.2569061e+02 1.0302369e-01]
  [2.8709543e+02 2.0495146e+02 4.5300883e-01]
  [2.7146542e+02 2.0495105e+02 4.1141826e-01]
  [2.6656601e+02 2.4992944e+02 2.4756776e-01]
  [2.6266034e+02 2.9884039e+02 3.8888991e-01]
  [3.0176309e+02 2.0593005e+02 4.2597044e-01]
  [3.0961951e+02 2.3526622e+02 2.8118306e-01]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [2.7829425e+02 1.2178426e+02 2.2018023e-01]
  [2.8615823e+02 1.2178854e+02 2.3129474e-01]
  [2.7341214e+02 1.2374273e+02 6.0504608e-02]
  [2.9983792e+02 1.2277224e+02 2.0814779e-01]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [0.0000000e+00 0.0000000e+00 0.0000000e+00]
  [2.6460101e+02 3.1940131e+02 2.5577921e-01]
  [2.5778177e+02 3.1742831e+02 2.5851122e-01]
  [2.6561234e+02 3.0374963e+02 2.3765118e-01]]]","[[[2.80270844e+02 1.28611618e+02 6.78340495e-01]
  [2.94933746e+02 1.45246719e+02 8.52014780e-01]
  [2.73437012e+02 1.45303467e+02 7.98156977e-01]
  [2.48987228e+02 1.26690155e+02 8.09821427e-01]
  [2.71458191e+02 1.18837570e+02 7.20258117e-01]
  [3.15503296e+02 1.44263458e+02 7.66037464e-01]
  [3.48715057e+02 1.33544373e+02 7.96801925e-01]
  [3.26228699e+02 1.22761848e+02 5.39097786e-01]
  [2.92022522e+02 2.11777954e+02 6.67050600e-01]
  [2.77348816e+02 2.10826508e+02 6.39032960e-01]
  [2.70489838e+02 2.59710999e+02 4.15702522e-01]
  [2.63663910e+02 3.02763092e+02 3.68553758e-01]
  [3.06684845e+02 2.11810501e+02 6.23703003e-01]
  [3.18398682e+02 2.57778839e+02 3.90670508e-01]
  [3.26250549e+02 3.04726654e+02 4.95442390e-01]
  [2.78299500e+02 1.22771606e+02 5.06308615e-01]
  [2.86142914e+02 1.22765625e+02 6.87127769e-01]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00]
  [3.00785645e+02 1.22779335e+02 6.66671276e-01]
  [3.25274628e+02 3.19399750e+02 4.57012892e-01]
  [3.33080200e+02 3.18414764e+02 4.86037433e-01]
  [3.25255188e+02 3.09620697e+02 3.23367119e-01]
  [2.63630829e+02 3.20358398e+02 3.17345053e-01]
  [2.58734528e+02 3.17445557e+02 3.24519545e-01]
  [2.65591797e+02 3.07661255e+02 2.19262019e-01]]]","[[[281.2673     130.58464      0.7756199 ]
  [295.91388    146.22978      0.8755735 ]
  [275.3752     147.22594      0.8113754 ]
  [248.98679    126.7111       0.8118882 ]
  [270.48544    120.79936      0.7598251 ]
  [316.4573     145.23921      0.79984486]
  [348.75247    133.55801      0.77532643]
  [329.17316    123.73643      0.49214482]
  [294.9346     212.75949      0.77060884]
  [280.28857    212.76653      0.7274889 ]
  [270.45566    262.67776      0.73474705]
  [263.62335    312.54572      0.61678815]
  [309.599      212.77318      0.75160533]
  [320.3547     258.73584      0.6934115 ]
  [327.23022    306.694        0.67965746]
  [278.34073    124.7384       0.66026294]
  [287.13937    124.73164      0.7826545 ]
  [  0.           0.           0.        ]
  [301.79437    124.739716     0.7580729 ]
  [324.28317    320.36258      0.65142405]
  [332.10675    319.39172      0.6618331 ]
  [328.17477    310.61053      0.51722395]
  [262.64276    321.34854      0.43376946]
  [257.76996    319.4065       0.43113166]
  [265.61594    316.46094      0.4157436 ]]]","[[[287.107      128.67506      0.7443489 ]
  [296.90155    145.29112      0.86833614]
  [275.3683     147.21237      0.8075354 ]
  [248.94989    127.62883      0.8439597 ]
  [277.34967    118.84967      0.74079925]
  [317.4608     144.28252      0.79095346]
  [349.7234     133.51947      0.8404814 ]
  [329.1831     122.76443      0.6346088 ]
  [297.8818     210.81926      0.69183916]
  [285.1215     211.79338      0.6842141 ]
  [270.51303    262.66904      0.7543508 ]
  [264.6088     311.56494      0.5370178 ]
  [311.55292    210.79926      0.65226126]
